0.415,4.455,4.455,4.455,7.505,11.545,11.545,11.545,15.605,19.645,19.645,19.645,23.705,27.745,27.745,27.745,19.645,23.685,23.685,23.685,15.1,19.14,19.14,19.14,16.11,20.15,20.15,20.15,8.515,12.555,12.555,12.555,26.735,30.775,30.775,30.775,7.505,11.545,11.545,11.545,22.19,26.23,26.23,26.23,1.425,5.465,5.465,5.465,0.415,4.455,4.455,4.455,2.94,6.98,6.98,6.98,9.525,13.565,13.565,13.565,23.2,27.24,27.24,27.24
2.848,2.848,1.838,0.828,2.848,2.848,1.838,0.828,3.313,3.313,2.303,1.293,2.848,2.848,1.838,0.828,8.828,8.828,7.818,6.808,14.343,14.343,13.333,12.323,19.353,19.353,18.343,17.333,9.878,9.878,8.868,7.858,7.858,7.858,6.848,5.838,17.918,17.918,16.908,15.898,15.938,15.938,14.928,13.918,10.888,10.888,9.878,8.868,15.898,15.898,14.888,13.878,25.958,25.958,24.948,23.938,22.928,22.928,21.918,20.908,21.453,21.453,20.443,19.433
