0,1.01,2.02,3.03,7.09,8.1,9.11,10.12,15.19,16.2,17.21,18.22,23.29,24.3,25.31,26.32,19.23,20.24,21.25,22.26,14.685,15.695,16.705,17.715,15.695,16.705,17.715,18.725,8.1,9.11,10.12,11.13,26.32,27.33,28.34,29.35,7.09,8.1,9.11,10.12,21.775,22.785,23.795,24.805,1.01,2.02,3.03,4.04,0,1.01,2.02,3.03,2.525,3.535,4.545,5.555,9.11,10.12,11.13,12.14,22.785,23.795,24.805,25.815
0,0,0,0,0,0,0,0,0.465,0.465,0.465,0.465,0,0,0,0,5.98,5.98,5.98,5.98,11.495,11.495,11.495,11.495,16.505,16.505,16.505,16.505,7.03,7.03,7.03,7.03,5.01,5.01,5.01,5.01,15.07,15.07,15.07,15.07,13.09,13.09,13.09,13.09,8.04,8.04,8.04,8.04,13.05,13.05,13.05,13.05,23.11,23.11,23.11,23.11,20.08,20.08,20.08,20.08,18.605,18.605,18.605,18.605
